date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,volume_ma,price_change,price_change_pct
2022-09-14,316.64,322.8,315.62,319.73,1180986,318.558,316.096,,317.9246317785097,317.35184047064695,1103089.6,1.2100000000000364,0.37988195403744207
2022-09-15,320.56,325.6,320.15,324.19,494655,318.8245,316.07779999999997,,318.8885345818159,317.8583711647748,1095896.9,4.4599999999999795,1.3949269696306166
2022-09-16,324.56,326.85,323.33,324.58,757630,318.5585,316.03520000000003,,319.764144646152,318.35626992341076,1090193.25,0.38999999999998636,0.12029982417718355
2022-09-19,323.93,326.64,312.05,316.87,1135376,318.235,315.8282,,319.318891623667,318.2461757881839,1118056.25,-7.7099999999999795,-2.3753774108078107
2022-09-20,318.91,319.19,310.01,311.26,2309140,317.81399999999996,315.64979999999997,,318.0790621431028,317.7286809945091,1103814.45,-5.610000000000014,-1.770442137154038
2022-09-21,310.92,314.76,308.27,312.67,589794,317.65950000000004,315.43559999999997,,317.24689873647156,317.35396368880333,1110315.0,1.410000000000025,0.45299749405642853
2022-09-22,314.86,320.15,314.6,315.16,1427099,317.45349999999996,315.41720000000004,,316.925837392399,317.1914477816951,1130697.45,2.490000000000009,0.7963667764736115
2022-09-23,310.31,316.37,308.03,312.13,1126697,317.258,315.24420000000003,,316.18801625510685,316.81652555651806,1121686.65,-3.0300000000000296,-0.9614164234039935
2022-09-26,307.43,319.77,305.55,316.62,1024137,317.357,315.13519999999994,,316.25447529278273,316.8019681018733,1083160.1,4.490000000000009,1.4385031877743204
2022-09-27,321.63,324.88,319.57,320.06,1478673,317.586,315.2014,,316.83994063235457,317.0433038903434,1134057.85,3.4399999999999977,1.0864759017118253
2022-09-28,324.53,329.73,319.11,328.34,1185312,318.0875,315.4438,,318.6091805350693,317.88009649113155,1139666.2,8.279999999999973,2.5870149346997273
2022-09-29,325.41,329.55,320.83,321.25,447064,318.388,315.43260000000004,,319.015460452751,318.12971905513064,1121462.7,-7.089999999999975,-2.1593470183346453
2022-09-30,318.03,320.58,315.74,320.37,721015,318.662,315.38559999999995,,319.2238511523277,318.29566584217673,1121884.85,-0.8799999999999955,-0.27392996108949186
2022-10-03,319.27,323.66,312.36,314.22,685425,318.3855,315.3032,,318.45402789812346,317.99376458380146,1081844.7,-6.149999999999977,-1.9196553984455411
2022-10-04,314.97,318.31,307.97,312.34,1626415,317.908,315.36220000000003,,317.5134082214891,317.574967098199,1128838.55,-1.8800000000000523,-0.5983069187193824
2022-10-05,306.0,323.21,304.87,320.74,867738,317.9385,315.584,,318.0098069566446,317.80941403632596,1120609.3,8.400000000000034,2.689376961004042
2022-10-06,318.55,323.04,317.88,321.64,1102814,318.0545,315.8704,,318.56829819408387,318.09316120807546,1121902.0,0.8999999999999773,0.28060110993326504
2022-10-07,328.22,329.11,317.89,318.24,1154230,318.221,316.1194,320.41695,318.51779077960947,318.1040381578732,1105106.85,-3.3999999999999773,-1.0570824524312794
2022-10-10,316.56,319.38,315.24,316.57,372610,318.275,316.3576,320.46785,318.21813065966955,317.99040567999106,1041649.5,-1.670000000000016,-0.5247611865259016
2022-10-11,315.55,325.62,313.1,322.79,589581,318.48850000000004,316.7362,320.573,318.92149517356654,318.34593124816695,1013819.55,6.220000000000027,1.964810310515852
2022-10-12,316.54,329.2,315.39,326.24,937778,318.814,317.0852,320.70745,320.0474189930178,318.9306771775639,1001659.15,3.4499999999999886,1.0688063446822937
2022-10-13,326.2,334.38,323.86,328.27,1107627,319.018,317.59680000000003,320.87385,321.3124314556304,319.62247897319844,1032307.75,2.0299999999999727,0.6222412947523237
2022-10-14,331.73,336.71,330.44,333.8,1245957,319.479,318.2036,321.0486,323.23359584707185,320.67266586363,1056724.1,5.53000000000003,1.6845889054741603
2022-10-17,334.89,337.58,331.86,334.46,633195,320.3585,318.86100000000005,321.24375,324.9607349475223,321.69395000673194,1031615.05,0.6599999999999682,0.19772318753743523
2022-10-18,330.64,332.67,327.58,328.22,480977,321.2065,319.3138,321.41270000000003,325.46216034021126,322.1773611756351,940206.9,-6.239999999999952,-1.865693954434
2022-10-19,328.02,330.57,325.27,328.16,716969,321.981,319.7804,321.59835,325.8772125955634,322.6205196565482,946565.65,-0.060000000000002274,-0.018280421668392943
2022-10-20,328.96,332.49,328.27,330.02,734716,322.724,320.1078,321.78145,326.5145645039383,323.1686293682821,911946.5,1.8599999999999568,0.566796684544113
2022-10-21,328.73,335.23,325.36,335.02,2227877,323.8685,320.4514,322.0073,327.8230930417939,324.04650875836757,967005.5,5.0,1.5150596933519278
2022-10-24,338.95,343.15,333.21,339.56,707235,325.01550000000003,320.8206,322.25825000000003,329.6287710353641,325.1956563595983,951160.4,4.5400000000000205,1.3551429765387146
2022-10-25,345.25,347.59,331.54,331.83,775577,325.604,321.0448,322.46545000000003,329.96742164530804,325.6870892621802,916005.6,-7.730000000000018,-2.2764754388031605
2022-10-26,331.94,332.18,323.63,323.84,720018,325.379,321.2124,322.61545,329.0247413921837,325.55026782495537,892740.9,-7.990000000000009,-2.407859446101923
2022-10-27,324.61,335.27,324.34,331.85,1572462,325.909,321.4722,322.7981,329.459396562617,326.016914685569,949010.8,8.010000000000048,2.473443675889353
2022-10-28,336.56,339.0,329.8,331.39,666619,326.46,321.502,322.95275,329.7564124760605,326.41492103108527,946291.0,-0.4600000000000364,-0.1386168449600822
2022-10-31,327.72,342.26,325.13,341.2,728548,327.809,321.8592,323.1376,331.51696440282046,327.51011213188275,948447.15,9.810000000000002,2.9602583059235243
2022-11-01,342.14,349.3,337.58,342.88,908269,329.336,322.3232,323.3066,333.26512372546347,328.6486224079249,912539.85,1.6800000000000068,0.49237983587337997
2022-11-02,340.04,349.17,333.9,346.67,987420,330.63250000000005,322.9414,323.4629,335.3274123830845,329.98353933563317,918523.95,3.7900000000000205,1.105342977134871
2022-11-03,350.64,353.04,346.14,347.15,472293,331.908,323.4988,323.65824999999995,337.1462720164561,331.25512907536495,886997.9,0.47999999999996135,0.1384602071133889
2022-11-04,345.95,354.35,342.04,352.13,1882696,333.6025,324.2206,323.86,339.45146093700134,332.801415879082,923421.2,4.980000000000018,1.4345383839838632
2022-11-07,354.6,354.69,351.29,353.91,1034439,335.4695,325.00600000000003,324.09005,341.67585156207804,334.3650147670449,956512.65,1.7800000000000296,0.5054951296396215
2022-11-08,360.84,364.13,356.18,356.52,1595600,337.156,325.8268,324.2984,343.9595667063737,336.00612484668346,1006813.6,2.609999999999957,0.7374756293972995
2022-11-09,356.08,366.62,354.99,365.41,1325892,339.1145,326.7688,324.5224,347.2596333669316,338.1841897495159,1026219.3,8.890000000000043,2.493548749018304
2022-11-10,360.98,374.17,359.6,363.56,815898,340.879,327.73519999999996,324.7174,349.76738207971135,340.06387945895824,1011632.85,-1.8500000000000227,-0.5062806162940303
2022-11-11,359.14,365.91,352.82,364.26,1817009,342.402,328.7226,324.9176,351.9970156059096,341.85618473830436,1040185.45,0.6999999999999886,0.19254043349103966
2022-11-14,369.35,371.86,359.44,360.62,1276388,343.71,329.54,325.08915,353.3236285896158,343.24609701874607,1072345.1,-3.6399999999999864,-0.9992862241256173
2022-11-15,363.72,363.92,362.96,363.82,449258,345.49,330.3786,325.2797,354.9384549604441,344.77008987159894,1070759.15,3.1999999999999886,0.8873606566468739
2022-11-16,361.41,371.49,361.2,367.69,3847231,347.4665,331.3298,325.4996,356.9002311203758,346.46786103289014,1227272.25,3.8700000000000045,1.0637128250233552
2022-11-17,365.39,370.31,363.29,367.07,940580,349.31899999999996,332.2848,325.7339,358.4648109480103,347.99394543467264,1237565.45,-0.6200000000000045,-0.16862030514835924
2022-11-18,365.23,375.84,364.02,368.74,688255,351.005,333.3614,325.9932,360.04560926370107,349.53069024884957,1160584.35,1.670000000000016,0.4549540959490006
2022-11-21,367.62,368.24,363.73,363.82,550026,352.21799999999996,334.32800000000003,326.20725,360.6262847615932,350.58915765795115,1152723.9,-4.920000000000016,-1.3342734718229665
2022-11-22,366.78,372.74,359.95,368.24,1677747,354.0385,335.32239999999996,326.4143,361.7976255675019,351.8966274840867,1197832.4,4.420000000000016,1.2148864823264383
2022-11-23,365.36,367.35,348.88,359.89,941289,355.841,336.12559999999996,326.57485,361.5041447109631,352.4887291615851,1208895.95,-8.350000000000023,-2.267542906799924
2022-11-24,363.67,365.11,359.55,361.02,2404429,357.29949999999997,336.86220000000003,326.74300000000005,361.42966090927644,353.12067515915527,1250494.3,1.1299999999999955,0.31398482869766653
2022-11-25,359.96,361.91,351.56,356.88,2943923,358.57399999999996,337.5082,326.93125,360.72971307708,353.39914366977666,1364359.5,-4.139999999999986,-1.1467508725278353
2022-11-28,356.48,361.45,353.85,356.87,355313,359.35749999999996,338.3082,327.1433,360.1359110652216,353.65624414200937,1345697.75,-0.009999999999990905,-0.0028020623178637294
2022-11-29,355.14,358.26,347.5,353.79,781368,359.90299999999996,339.1588,327.35555,359.1596170551875,353.66615198346074,1339352.7,-3.079999999999984,-0.8630593773643058
2022-11-30,357.01,367.97,356.08,364.29,1525783,360.784,340.19120000000004,327.60504999999995,359.94890673900477,354.45310369712115,1366270.85,10.5,2.9678622911896824
2022-12-01,364.15,373.21,362.07,366.28,841956,361.7405,341.2136,327.86235,360.92292108685024,355.3291700989273,1384754.0,1.9899999999999523,0.5462680831205713
2022-12-02,364.82,369.06,360.01,362.88,695681,362.27799999999996,342.22860000000003,328.1014,361.22401015041174,355.8884908376607,1325403.25,-3.3999999999999773,-0.9282516107895544
2022-12-05,360.62,368.22,360.45,364.7,1541579,362.8175,343.19020000000006,328.32129999999995,361.7587778195791,356.54119522580515,1350760.25,1.8199999999999932,0.5015432098765427
2022-12-06,360.58,367.93,359.22,366.06,922282,363.29449999999997,344.11019999999996,328.5771,362.4205043088746,357.24629188149595,1317094.35,1.3600000000000136,0.37290924047161944
2022-12-07,366.35,368.9,364.44,368.0,713169,363.424,344.9034,328.8218,363.27888826135546,358.04286285925224,1286458.2,1.9399999999999977,0.5299677648472834
2022-12-08,367.63,368.9,355.93,357.07,481699,363.09950000000003,345.61979999999994,328.99955,362.3236746826854,357.97079894324816,1269748.25,-10.930000000000007,-2.970108695652174
2022-12-09,355.03,368.54,351.98,364.63,1284525,363.118,346.505,329.20995000000005,362.6784939622723,358.4640730987936,1243124.05,7.560000000000002,2.1172319153107244
2022-12-12,361.21,364.6,358.36,363.01,1341350,363.2375,347.48080000000004,329.3866,362.7294948911534,358.8008084268275,1246372.15,-1.6200000000000045,-0.4442859885363304
2022-12-13,359.08,371.2,355.95,368.38,513163,363.46549999999996,348.60159999999996,329.5904,363.5988033694375,359.51037817692685,1249567.4,5.3700000000000045,1.4792980909616782
2022-12-14,363.95,374.34,361.3,373.82,336479,363.772,349.6632,329.79695,365.1712951587548,360.57035016926875,1074029.8,5.439999999999998,1.4767359791519663
2022-12-15,373.0,383.81,370.87,377.14,2147760,364.2755,350.7732000000001,330.00980000000004,367.0126343651002,361.7977316440525,1134388.8,3.319999999999993,0.8881279760312388
2022-12-16,378.97,380.16,370.61,371.81,1345609,364.429,351.8446,330.1928,367.7506906166233,362.5393811551683,1167256.5,-5.329999999999984,-1.413268282335467
2022-12-19,371.46,372.47,368.64,371.07,1010493,364.7915,352.9346,330.39685,368.2613535986812,363.1712788499561,1190279.85,-0.7400000000000091,-0.19902638444366794
2022-12-20,368.03,373.56,367.55,368.96,2458239,364.8275,353.85799999999995,330.57599999999996,368.3688376604225,363.6000730108384,1229304.45,-2.1100000000000136,-0.5686258657396248
2022-12-21,372.49,381.31,372.47,376.37,692315,365.6515,354.86060000000003,330.76905,369.5997857126652,364.5459935318627,1216855.75,7.410000000000025,2.008347788378151
2022-12-22,374.85,378.59,366.99,375.5,2163482,366.3755,355.8052,330.9468,370.50751098763976,365.35740142101923,1204808.4,-0.8700000000000045,-0.2311555118633235
2022-12-23,379.44,381.49,375.74,377.38,1155616,367.4005,356.67679999999996,331.1087,371.5648169895414,366.2479642813921,1115393.05,1.8799999999999955,0.5006657789613733
2022-12-26,380.58,383.44,370.63,373.19,2493850,368.2165,357.4514,331.25265,371.8148451449966,366.7621891508649,1222319.9,-4.189999999999998,-1.1102867136573158
2022-12-27,376.33,379.44,374.39,375.0,1286289,369.277,358.38700000000006,331.3872,372.30486896884327,367.3723973634808,1247565.95,1.8100000000000023,0.48500763686059045
2022-12-28,381.56,383.94,369.07,369.97,487076,369.56100000000004,359.2232000000001,331.52905000000004,371.945658358252,367.5648123740513,1195630.6,-5.029999999999973,-1.3413333333333277
2022-12-29,371.33,371.97,361.87,366.82,788488,369.58799999999997,359.95920000000007,331.6729,371.15709553390553,367.5096410869629,1192957.2,-3.150000000000034,-0.8514203854366631
2022-12-30,358.06,379.73,357.67,375.34,1154042,370.21099999999996,360.76560000000006,331.8521,371.80061929792004,368.0896676742976,1215875.25,8.519999999999982,2.322665067335472
2023-01-02,372.91,375.15,369.94,371.4,1025066,370.546,361.4024,332.01349999999996,371.7389855597785,368.3348774766648,1190049.6,-3.9399999999999977,-1.0497149251345483
2023-01-03,371.49,372.93,363.93,366.75,2851267,370.58050000000003,362.1008,332.18235,370.97144931981256,368.2174791448546,1286498.85,-4.649999999999977,-1.2520193861066176
2023-01-04,361.81,362.5,357.68,361.3,866364,370.2455,362.85,332.3072,369.48353403984135,367.7050732814426,1294158.6,-5.449999999999989,-1.4860259032038137
2023-01-05,358.6,375.5,354.62,371.7,1039902,370.977,363.647,332.49660000000006,369.82452880294267,368.0009937795574,1322068.75,10.399999999999977,2.8784943260448337
2023-01-06,371.46,372.16,367.94,369.64,678000,371.2275,364.412,332.65555,369.7961397563361,368.122401647907,1291742.5,-2.0600000000000023,-0.5542103847188562
2023-01-09,373.33,381.02,372.15,379.62,358415,372.058,365.1804,332.86965,371.30750287074596,368.97407560100925,1242595.75,9.980000000000018,2.699924250622221
2023-01-10,380.26,381.8,377.04,378.5,1621206,372.56399999999996,365.8928000000001,333.10324999999995,372.41404089063116,369.6796996314044,1297997.9,-1.1200000000000045,-0.2950318739792457
2023-01-11,379.93,392.43,376.84,388.22,743250,373.284,366.7238,333.37489999999997,374.84572690745716,371.05305521577765,1318336.45,9.720000000000027,2.5680317040951195
2023-01-12,385.88,390.68,373.86,375.38,3543324,373.196,367.28839999999997,333.59465000000006,374.9279227678484,371.3735696445658,1388114.65,-12.840000000000032,-3.307403018906818
2023-01-13,379.51,382.65,377.23,378.94,1436238,373.55249999999995,367.8246,333.8736,375.5451654189486,371.9340459677204,1392646.1,3.5600000000000023,0.9483723160530699
2023-01-16,378.77,385.12,369.94,381.72,1401755,374.085,368.3808,334.17440000000005,376.4951399698796,372.6589314522275,1412209.2,2.7800000000000296,0.7336253760489964
2023-01-17,377.37,379.34,375.06,375.74,777034,374.424,368.76520000000005,334.42075,376.3789645898981,372.88715875224744,1328148.95,-5.980000000000018,-1.5665933144713429
2023-01-18,382.03,383.94,374.16,383.89,804018,374.8,369.13480000000004,334.7118,377.5345084991445,373.7021840304704,1333734.1,8.149999999999977,2.1690530686112597
2023-01-19,389.53,390.34,381.63,385.96,1601657,375.323,369.58279999999996,335.03765,378.8307379608146,374.6101703992146,1305642.85,2.069999999999993,0.5392169631925903
2023-01-20,388.9,391.71,380.29,384.77,477473,375.6925,369.99300000000005,335.3492999999999,379.74447058222773,375.36275037012734,1271735.7,-1.1899999999999977,-0.30832210591771325
2023-01-23,382.54,387.42,380.96,381.79,344639,376.1225,370.4164,335.62595,380.05916741573117,375.83884293558674,1164275.15,-2.9799999999999613,-0.7744886555604569
2023-01-24,379.52,391.89,377.12,388.3,552636,376.7875,370.906,335.91990000000004,381.326987813311,376.7618916075339,1127592.5,6.509999999999991,1.7051258545273562
2023-01-25,393.89,393.93,389.08,389.11,959398,377.7445,371.3344,336.2309,382.5243743035709,377.6765663037393,1151208.6,0.8100000000000023,0.2086015967035726
2023-01-26,382.98,394.86,380.39,390.38,2212530,378.9225,371.8006,336.54699999999997,383.73293210302154,378.61756139279623,1222410.7,1.2699999999999818,0.3263858548996357
2023-01-27,384.74,394.84,379.64,385.52,760367,379.4315,372.1362,336.81805,384.0078656256336,379.1288531417018,1202726.95,-4.860000000000014,-1.2449408268866313
2023-01-30,388.92,402.69,380.77,399.27,1070909,380.825,372.8452,337.19800000000004,386.35588629861303,380.6207899466251,1205019.1,13.75,3.5666113301514812
2023-01-31,405.71,409.17,399.14,402.83,1219751,382.629,373.53700000000003,337.56495,388.8903653295956,382.26591661786307,1123443.3,3.5600000000000023,0.8916272196759056
2023-02-01,405.71,407.61,390.06,393.62,1099348,384.245,374.21160000000003,337.8993,389.6180014327348,383.10695983164703,1135092.5,-9.20999999999998,-2.2863242558895713
2023-02-02,392.86,397.1,391.77,392.78,1788862,385.29900000000004,374.84680000000003,338.2446,390.1044627507756,383.8234813258297,1172540.5,-0.8400000000000318,-0.21340379045781122
2023-02-03,399.47,401.29,379.23,380.79,424342,385.8565,375.325,338.5271000000001,388.67146848142556,383.59877900533087,1159857.6,-11.989999999999952,-3.0525994195223616
2023-02-06,378.94,383.73,374.34,375.81,1918630,385.66600000000005,375.70380000000006,338.77490000000006,386.69278102274467,383.02183241218415,1237868.35,-4.980000000000018,-1.3078074529268124
2023-02-07,378.5,385.89,376.22,379.36,342990,385.709,376.2152,339.02405000000005,385.56466086539933,382.7505855667679,1173957.55,3.5500000000000114,0.9446262739150058
2023-02-08,376.66,378.97,375.7,376.94,1320638,385.145,376.4682,339.28619999999995,384.2377899630302,382.32017182097957,1202826.95,-2.420000000000016,-0.6379164909321
2023-02-09,379.45,381.01,370.78,371.83,1435152,384.9675,376.57919999999996,339.5589,382.32889919948707,381.54312205629236,1097418.35,-5.110000000000014,-1.3556534196423886
2023-02-10,378.83,380.51,367.55,367.56,368711,384.3985,376.6728,339.8346000000001,380.05676086110446,380.50733523709766,1044042.0,-4.269999999999982,-1.1483742570529532
2023-02-13,366.8,371.81,364.72,369.15,1184942,383.77,376.7618,340.09934999999996,378.3787976517038,379.6660511453028,1033201.35,1.589999999999975,0.43258243552073417
2023-02-14,374.5,376.59,360.1,364.23,1828127,383.1945,376.72520000000003,340.30385,376.20205955144166,378.52263994915563,1085756.0,-4.919999999999959,-1.3327915481511465
2023-02-15,366.3,370.41,361.73,364.23,1432590,382.2115,376.6498,340.50149999999996,374.3602042358352,377.46392587867734,1117184.6,0.0,0.0
2023-02-16,367.64,372.43,367.18,370.01,1347319,381.414,376.9086,340.6978,373.6909420457067,376.9117832209152,1104467.7,5.779999999999973,1.5869093704527382
2023-02-17,373.51,376.39,362.44,365.51,919572,380.451,376.92620000000005,340.88095,372.4323355771365,376.067206685916,1126572.65,-4.5,-1.216183346396038
2023-02-20,367.0,369.07,360.11,360.43,1011440,379.38300000000004,376.8746,341.08425000000005,370.5858224114232,374.9088950794038,1159912.7,-5.079999999999984,-1.3898388552980756
2023-02-21,353.64,363.36,352.54,359.25,803684,377.93050000000005,376.69200000000006,341.31445,368.8418497327427,373.7489769252366,1172465.1,-1.1800000000000068,-0.3273867325139457
2023-02-22,358.49,360.26,356.86,358.94,770196,376.42199999999997,376.3944,341.52335000000005,367.31848823539764,372.65201567139513,1163005.0,-0.3100000000000023,-0.08629088378566685
2023-02-23,357.76,362.27,350.03,354.11,782194,374.60849999999994,375.9338,341.74594999999994,365.28641312225955,371.2785330289302,1091488.2,-4.829999999999984,-1.3456287958990343
2023-02-24,350.54,365.01,349.55,360.74,1872116,373.3695,375.7124,342.0202,364.5869649496042,370.4979009526398,1147075.65,6.6299999999999955,1.8722995679308685
2023-02-27,355.62,361.89,351.56,360.79,3696167,371.44550000000004,375.5068,342.26095000000004,364.00281649581893,369.77879717830757,1278338.55,0.05000000000001137,0.013860398070630886
2023-02-28,359.59,365.56,355.1,356.07,1256723,369.10749999999996,375.249,342.47004999999996,362.78238318876987,368.7633307205734,1280187.15,-4.720000000000027,-1.3082402505612767
2023-03-01,353.81,359.31,339.81,348.99,2619051,366.876,374.7014,342.61965000000004,360.6604780828053,367.2986395559772,1356172.3,-7.079999999999984,-1.9883730727104143
2023-03-02,341.82,349.55,341.26,348.35,520553,364.6545,374.1584,342.7578,358.7665583777583,365.8950366258079,1292756.85,-0.6399999999999864,-0.183386343448233
2023-03-03,349.34,358.27,348.06,356.02,1121297,363.416,373.7312,342.92645,358.3440109350263,365.16355243125685,1327604.6,7.669999999999959,2.2018085259078335
2023-03-06,352.69,369.73,348.06,361.76,1411004,362.71349999999995,373.50260000000003,343.09464999999994,358.86954771425303,364.911437436334,1302223.3,5.740000000000009,1.6122689736531637
2023-03-07,359.85,367.75,357.65,361.88,426009,361.8395,373.24019999999996,343.24940000000004,359.3326942197525,364.6868865151118,1306374.25,0.12000000000000455,0.03317116320211699
2023-03-08,363.98,368.96,355.03,358.12,1605515,360.8985,373.00320000000005,343.3959499999999,359.1461258782521,364.2004504769307,1320618.1,-3.759999999999991,-1.0390184591577256
2023-03-09,358.72,361.03,355.27,355.81,2193260,360.0975,372.78299999999996,343.5239000000001,358.6328757431364,363.5789356267585,1358523.5,-2.3100000000000023,-0.645035183737297
2023-03-10,353.67,357.93,352.91,356.04,1384328,359.5215,372.397,343.61235,358.23397178265395,363.02049595067797,1409304.35,0.2300000000000182,0.06464124111182912
2023-03-13,354.49,360.59,353.91,360.22,1476313,359.075,372.1734,343.74150000000003,358.5395145853226,362.813051806175,1423872.9,4.180000000000007,1.1740253904055642
2023-03-14,360.66,369.52,360.09,366.3,923172,359.1785,372.1644,343.85990000000004,359.7334354183499,363.07134426498646,1378625.15,6.079999999999984,1.6878574204652663
2023-03-15,369.53,372.28,368.64,369.86,674439,359.46000000000004,372.33560000000006,344.05545000000006,361.29136843091146,363.57420765278266,1340717.6,3.5600000000000023,0.9718809718809673
2023-03-16,376.33,376.37,366.78,368.54,1475522,359.3865,372.2724,344.26529999999997,362.40654251846354,363.9420441229587,1347127.75,-1.3199999999999932,-0.3568917968961194
2023-03-17,365.93,376.43,359.27,367.35,2065472,359.4785,372.2266,344.45225,363.1670744386999,364.19448529904327,1404422.75,-1.1899999999999977,-0.32289575080045596
2023-03-20,362.74,364.2,354.35,359.77,749906,359.4455,371.82959999999997,344.61259999999993,362.6444476019768,363.8667456472533,1391346.05,-7.580000000000041,-2.0634272492173755
2023-03-21,360.39,367.0,359.8,361.69,1997370,359.5675,371.49339999999995,344.76695,362.49760950936496,363.70550522893416,1451030.35,1.920000000000016,0.5336742919087145
2023-03-22,365.87,372.29,361.79,363.21,1433647,359.781,370.9932,344.97934999999995,362.6072080463857,363.6688011379011,1484202.9,1.5199999999999818,0.42024938483231633
2023-03-23,367.05,368.34,361.39,362.73,2086968,360.21200000000005,370.74019999999996,345.19805,362.62609911617255,363.5992603128699,1549441.6,-0.47999999999996135,-0.13215495168084068
2023-03-24,359.18,364.57,357.47,362.2,1687547,360.28499999999997,370.4054,345.41195,362.5605454059921,363.49561140080334,1540213.15,-0.5300000000000296,-0.1461141896176299
2023-03-27,355.5,370.44,351.41,365.59,1373809,360.525,370.08279999999996,345.62620000000004,363.02661534353183,363.65075129704303,1424095.25,3.3899999999999864,0.9359469906129236
2023-03-28,367.3,371.39,358.7,365.48,930422,360.9955,369.8776,345.86245,363.4040591368346,363.78625120096814,1407780.2,-0.1099999999999568,-0.030088350337797998
2023-03-29,361.75,367.47,359.8,366.01,535147,361.8465,369.52,346.08424999999994,363.8049731157831,363.95097333423234,1303585.0,0.5299999999999727,0.1450147750902797
2023-03-30,364.75,366.35,363.07,363.34,1399698,362.596,369.0676,346.2723,363.733438790278,363.9057160502145,1347542.25,-2.670000000000016,-0.729488265347944
2023-03-31,367.86,371.92,361.79,371.26,1226758,363.35800000000006,368.7974,346.46139999999997,364.89137128408134,364.45047782428014,1352815.3,7.920000000000016,2.179776517862053
2023-04-03,370.64,377.29,370.63,374.12,841275,363.976,368.64399999999995,346.62945,366.3111603172996,365.1667387261944,1324328.85,2.8600000000000136,0.7703496202122517
2023-04-04,378.02,379.28,373.59,374.73,1058925,364.6185,368.37260000000003,346.8089,367.60636642233044,365.8751284501883,1355974.65,0.6100000000000136,0.16304928899819604
2023-04-05,375.27,375.82,368.4,371.01,2385916,365.26300000000003,368.01059999999995,346.97195,368.13000235735655,366.25548930573405,1394994.7,-3.7200000000000273,-0.9927147546233361
2023-04-06,364.48,368.91,362.44,368.48,1462099,365.89649999999995,367.5726,347.13545,368.1838481485325,366.42026787568136,1358436.65,-2.5299999999999727,-0.6819223201530833
2023-04-07,367.71,369.59,362.08,365.89,768412,366.389,367.18,347.2931,367.83094843337363,366.38098877377865,1327640.85,-2.590000000000032,-0.7028875379939348
2023-04-10,368.18,371.73,362.04,370.66,2008718,366.91099999999994,366.6078,347.50755000000004,368.2661871359315,366.69795256831634,1354261.1,4.770000000000039,1.303670502063481
2023-04-11,374.77,377.46,374.7,376.3,710140,367.411,366.0772,347.7743,369.5021583457882,367.4092153410393,1343609.5,5.639999999999986,1.521610100901083
2023-04-12,369.92,378.08,368.22,377.56,1069182,367.796,365.756,348.0473,370.74182629259,368.1611253157827,1363346.65,1.259999999999991,0.3348392240233755
2023-04-13,375.2,377.4,373.63,376.3,931674,368.18399999999997,365.4264,348.30330000000004,371.59692993988386,368.76400492202515,1336154.25,-1.259999999999991,-0.3337217925627689
2023-04-14,380.85,382.38,378.73,382.04,1409042,368.91850000000005,365.4514,348.57995000000005,373.20355610297867,369.7474119648444,1303332.75,5.740000000000009,1.525378687217649
2023-04-17,379.06,388.44,375.68,382.36,1709018,370.048,365.5824,348.85565,374.61223977944354,370.68167774523175,1351288.35,0.3199999999999932,0.08376086273689243
2023-04-18,385.15,387.52,376.24,378.6,490443,370.8935,365.5672,349.14775000000003,375.22574135183686,371.268220134477,1275942.0,-3.759999999999991,-0.9833664609268711
2023-04-19,385.35,390.06,379.69,379.7,1186034,371.718,365.62239999999997,349.42935000000006,375.9140888361697,371.8927964208152,1263561.35,1.099999999999966,0.2905441098784989
2023-04-20,379.2,384.19,374.66,382.87,1674582,372.725,365.8432,349.7633,376.98422901522054,372.70592261186977,1242942.05,3.170000000000016,0.83486963392152
2023-04-21,385.25,388.59,377.59,378.6,1715959,373.54499999999996,366.064,350.05240000000003,377.2328091667251,373.14252093691834,1244362.65,-4.269999999999982,-1.1152610546660724
2023-04-24,378.36,378.74,371.9,375.56,1530218,374.0435,366.1922,350.31985000000003,376.9754539103059,373.3215934601103,1252183.1,-3.0400000000000205,-0.8029582673005908
2023-04-25,373.67,378.13,372.21,377.53,1588485,374.646,366.4582,350.62375,377.0607686933357,373.63332727788105,1285086.25,1.9699999999999704,0.5245500053253638
2023-04-26,377.03,379.11,365.73,376.32,1235128,375.16150000000005,366.7,350.92425,376.9468042789764,373.83234007211274,1320085.3,-1.2099999999999795,-0.32050433078165685
2023-04-27,376.43,377.06,369.8,372.52,1541367,375.6205,366.75020000000006,351.1778,376.2657574668262,373.7351296964004,1327168.75,-3.8000000000000114,-1.0097789115646294
2023-04-28,375.64,380.93,371.49,373.4,1639852,375.72749999999996,366.90799999999996,351.43120000000005,375.82487170269906,373.71030527444475,1347823.45,0.8799999999999955,0.23622892730592593
2023-05-01,372.13,374.59,362.37,366.98,1100262,375.3705,367.03899999999993,351.67440000000005,374.46412220997615,373.21176414300305,1360772.8,-6.419999999999959,-1.7193358328869701
2023-05-02,367.49,368.19,364.76,366.45,853360,374.9565,367.18299999999994,351.9597,373.2311803315183,372.7108927250016,1350494.55,-0.5300000000000296,-0.14442203934820208
2023-05-03,365.82,371.52,356.92,370.24,762530,374.918,367.409,352.26265,372.77099874205396,372.52786363426037,1269325.25,3.7900000000000205,1.0342475098922055
2023-05-04,377.09,381.27,371.43,374.09,1415843,375.1985,367.8086,352.5965,372.97392201250716,372.64357743913024,1267012.45,3.849999999999966,1.0398660328435616
